month,day,dep_time,dep_delay,arr_time,arr_delay,carrier,tailnum,flight,dest,air_time,distance,hour,minute,carrier_name,dest_name
2,10,700,-5,1235,11,DL,N918DH,2090,MSP,163,1426,7,0,Delta Air Lines Inc.,Minneapolis St Paul Intl
4,11,1018,-7,1255,-10,DL,N371NB,2189,SLC,83,630,10,18,Delta Air Lines Inc.,Salt Lake City Intl
6,25,755,-10,957,-15,AS,N609AS,626,LAS,107,763,7,55,Alaska Airlines Inc.,Mc Carran Intl
4,18,930,-5,1710,-30,AS,N520AS,764,DCA,265,2350,9,30,Alaska Airlines Inc.,Ronald Reagan Washington Natl
10,17,739,5,952,29,UA,N855UA,302,SFO,94,550,7,39,United Air Lines Inc.,San Francisco Intl
8,18,1122,7,1447,-3,WN,N939WN,153,DEN,129,991,11,22,Southwest Airlines Co.,Denver Intl
8,2,1123,-2,1633,0,DL,N368NW,2200,MSP,178,1426,11,23,Delta Air Lines Inc.,Minneapolis St Paul Intl
5,10,2229,-1,2331,-7,OO,N567SW,5437,LMT,50,241,22,29,SkyWest Airlines Inc.,Klamath Falls Airport
4,21,554,-6,748,5,AS,N760AS,406,SJC,96,569,5,54,Alaska Airlines Inc.,Norman Y Mineta San Jose Intl
9,26,706,-1,1423,0,DL,N685DA,2509,DTW,239,1953,7,6,Delta Air Lines Inc.,Detroit Metro Wayne Co
10,28,1646,66,1728,59,OO,N679CA,4547,SEA,30,129,16,46,SkyWest Airlines Inc.,Seattle Tacoma Intl
3,25,1203,8,1414,14,WN,N601WN,308,LAS,121,763,12,3,Southwest Airlines Co.,Mc Carran Intl
9,24,2157,32,10,55,AS,N579AS,384,SFO,105,550,21,57,Alaska Airlines Inc.,San Francisco Intl
10,30,2008,-7,2240,-10,AS,N558AS,640,PHX,137,1009,20,8,Alaska Airlines Inc.,Phoenix Sky Harbor Intl
6,25,529,9,801,7,US,N180US,425,PHX,129,1009,5,29,US Airways Inc.,Phoenix Sky Harbor Intl
8,24,1159,4,1737,-3,AA,N4XNAA,1505,DFW,198,1616,11,59,American Airlines Inc.,Dallas Fort Worth Intl
7,7,1224,-1,1422,-13,OO,N217AG,3470,SBA,105,784,12,24,SkyWest Airlines Inc.,Santa Barbara Muni
3,22,1304,-11,1517,-13,B6,N537JB,1521,LGB,117,846,13,4,JetBlue Airways,Long Beach
7,2,2223,-2,2300,-5,OO,N217SW,5353,EUG,28,106,22,23,SkyWest Airlines Inc.,Mahlon Sweet Fld
9,16,1739,-1,1925,0,WN,N669SW,484,SJC,89,569,17,39,Southwest Airlines Co.,Norman Y Mineta San Jose Intl
6,18,712,-3,1030,-15,UA,N24212,1660,DEN,123,991,7,12,United Air Lines Inc.,Denver Intl
11,23,1446,31,1613,18,WN,N249WN,781,OAK,75,543,14,46,Southwest Airlines Co.,Metropolitan Oakland Intl
2,7,1028,3,1513,28,AS,N560AS,803,LIH,384,2631,10,28,Alaska Airlines Inc.,Lihue
4,25,926,-4,1219,16,AS,N760AS,640,PHX,151,1009,9,26,Alaska Airlines Inc.,Phoenix Sky Harbor Intl
1,15,1755,-5,2126,-3,US,N647AW,577,PHX,128,1009,17,55,US Airways Inc.,Phoenix Sky Harbor Intl
10,28,1615,40,1800,39,OO,N756SK,5553,SFO,88,550,16,15,SkyWest Airlines Inc.,San Francisco Intl
2,20,557,-3,837,-11,DL,N6711M,1831,SLC,75,630,5,57,Delta Air Lines Inc.,Salt Lake City Intl
10,27,1058,23,1417,2,WN,N638SW,1069,ABQ,129,1111,10,58,Southwest Airlines Co.,Albuquerque International Sunport
3,14,953,-2,1234,-1,AS,N767AS,131,ANC,203,1542,9,53,Alaska Airlines Inc.,Ted Stevens Anchorage Intl
4,23,1528,-2,2123,8,AA,N4YBAA,157,DFW,201,1616,15,28,American Airlines Inc.,Dallas Fort Worth Intl
6,3,1437,18,2051,36,UA,N26210,1741,ORD,203,1739,14,37,United Air Lines Inc.,Chicago Ohare Intl
3,14,651,-9,826,-19,VX,N854VA,84,SFO,79,550,6,51,Virgin America,San Francisco Intl
1,23,612,-8,1145,-20,AA,N4XKAA,1650,DFW,193,1616,6,12,American Airlines Inc.,Dallas Fort Worth Intl
10,20,1141,1,1348,-2,WN,N8629A,571,LAS,113,763,11,41,Southwest Airlines Co.,Mc Carran Intl
7,2,551,-9,1149,4,AA,N4YLAA,1534,DFW,211,1616,5,51,American Airlines Inc.,Dallas Fort Worth Intl
5,5,837,-7,1403,-42,UA,N839UA,722,ORD,187,1739,8,37,United Air Lines Inc.,Chicago Ohare Intl
9,23,1840,-5,2002,-8,WN,N935WN,4455,SMF,70,479,18,40,Southwest Airlines Co.,Sacramento Intl
8,25,2022,27,2153,18,AS,N423AS,404,SJC,74,569,20,22,Alaska Airlines Inc.,Norman Y Mineta San Jose Intl
6,16,1350,0,1542,-18,WN,N734SA,799,LAS,102,763,13,50,Southwest Airlines Co.,Mc Carran Intl
11,12,854,-1,1216,-6,US,N544UW,519,PHX,120,1009,8,54,US Airways Inc.,Phoenix Sky Harbor Intl
5,7,1519,6,1901,16,UA,N17229,1137,DEN,146,991,15,19,United Air Lines Inc.,Denver Intl
5,15,1629,14,1906,6,WN,N782SA,3484,SLC,82,630,16,29,Southwest Airlines Co.,Salt Lake City Intl
8,16,1403,7,1952,3,UA,N37434,1273,ORD,207,1739,14,3,United Air Lines Inc.,Chicago Ohare Intl
2,27,1742,-3,1954,-11,AS,N551AS,562,LAX,114,834,17,42,Alaska Airlines Inc.,Los Angeles Intl
10,12,1950,-10,2155,-16,OO,N218AG,3464,ONT,104,838,19,50,SkyWest Airlines Inc.,Ontario Intl
2,11,1024,-3,1238,-17,OO,N969SW,6518,LAX,113,834,10,24,SkyWest Airlines Inc.,Los Angeles Intl
1,20,712,-3,854,-6,WN,N452WN,380,SJC,88,569,7,12,Southwest Airlines Co.,Norman Y Mineta San Jose Intl
